country,region,source,type,savings,cost
Japan,Asia Pacific,Onshore conventional gas,Replace pumps,0.33000001311302185,-10.819999694824219
Korea,Asia Pacific,Offshore oil,Replace with instrument air systems,0.009999999776482582,-10.479999542236328
Japan,Asia Pacific,Downstream gas,Replace with instrument air systems,0.5299999713897705,-10.460000038146973
Japan,Asia Pacific,Offshore gas,Replace with instrument air systems,0.019999999552965164,-10.460000038146973
Japan,Asia Pacific,Offshore oil,Replace with instrument air systems,0.009999999776482582,-10.460000038146973
Japan,Asia Pacific,Onshore conventional gas,Blowdown capture,0.7900000214576721,-10.1899995803833
Japan,Asia Pacific,Onshore conventional oil,Replace pumps,0.07000000029802322,-9.890000343322754
Japan,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.05000000074505806,-9.470000267028809
Japan,Asia Pacific,Onshore conventional gas,Upstream LDAR,1.4199999570846558,-9.470000267028809
Malaysia,Asia Pacific,Downstream gas,Replace with instrument air systems,0.23999999463558197,-9.25
Malaysia,Asia Pacific,Offshore gas,Replace with instrument air systems,6.320000171661377,-9.25
Malaysia,Asia Pacific,Offshore oil,Replace with instrument air systems,6.239999771118164,-9.25
Other countries in Southeast Asia,Asia Pacific,Offshore oil,Replace with instrument air systems,0.05999999865889549,-9.25
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Replace with instrument air systems,2.9200000762939453,-9.25
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Replace with instrument air systems,0.1599999964237213,-9.25
Brunei,Asia Pacific,Offshore oil,Replace with instrument air systems,0.8100000023841858,-9.25
Brunei,Asia Pacific,Offshore gas,Replace with instrument air systems,0.7400000095367432,-9.25
Brunei,Asia Pacific,Downstream gas,Replace with instrument air systems,0.019999999552965164,-9.25
Philippines,Asia Pacific,Offshore oil,Replace with instrument air systems,0.3100000023841858,-9.25
Philippines,Asia Pacific,Offshore gas,Replace with instrument air systems,0.8199999928474426,-9.25
Philippines,Asia Pacific,Downstream gas,Replace with instrument air systems,0.03999999910593033,-9.25
Thailand,Asia Pacific,Downstream gas,Replace with instrument air systems,0.5600000023841858,-9.25
Thailand,Asia Pacific,Offshore gas,Replace with instrument air systems,4.590000152587891,-9.25
Thailand,Asia Pacific,Offshore oil,Replace with instrument air systems,4.369999885559082,-9.25
Vietnam,Asia Pacific,Offshore oil,Replace with instrument air systems,3.630000114440918,-9.25
Vietnam,Asia Pacific,Offshore gas,Replace with instrument air systems,1.399999976158142,-9.25
Vietnam,Asia Pacific,Downstream gas,Replace with instrument air systems,0.09000000357627869,-9.25
Thailand,Asia Pacific,Onshore conventional gas,Replace pumps,0.20000000298023224,-9.1899995803833
Brunei,Asia Pacific,Onshore conventional gas,Replace pumps,0.03999999910593033,-9.1899995803833
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Replace pumps,0.05999999865889549,-9.1899995803833
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.09000000357627869,-9.039999961853027
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.23999999463558197,-9.039999961853027
Malaysia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.05000000074505806,-9.039999961853027
Brunei,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.03999999910593033,-9.039999961853027
Brunei,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.1599999964237213,-9.039999961853027
Thailand,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.41999998688697815,-9.039999961853027
Thailand,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.8600000143051147,-9.039999961853027
Thailand,Asia Pacific,Offshore oil,Upstream LDAR,2.819999933242798,-8.800000190734863
Thailand,Asia Pacific,Offshore gas,Upstream LDAR,17.329999923706055,-8.800000190734863
Philippines,Asia Pacific,Offshore oil,Upstream LDAR,0.20000000298023224,-8.800000190734863
Philippines,Asia Pacific,Offshore gas,Upstream LDAR,3.0899999141693115,-8.800000190734863
Vietnam,Asia Pacific,Offshore oil,Upstream LDAR,2.3399999141693115,-8.800000190734863
Vietnam,Asia Pacific,Offshore gas,Upstream LDAR,5.289999961853027,-8.800000190734863
Brunei,Asia Pacific,Offshore oil,Upstream LDAR,0.5199999809265137,-8.800000190734863
Brunei,Asia Pacific,Offshore gas,Upstream LDAR,2.7899999618530273,-8.800000190734863
Malaysia,Asia Pacific,Offshore oil,Upstream LDAR,4.019999980926514,-8.800000190734863
Malaysia,Asia Pacific,Offshore gas,Upstream LDAR,23.829999923706055,-8.800000190734863
Other countries in Southeast Asia,Asia Pacific,Offshore oil,Upstream LDAR,0.03999999910593033,-8.800000190734863
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Upstream LDAR,11.020000457763672,-8.800000190734863
Japan,Asia Pacific,Offshore gas,Upstream LDAR,0.07000000029802322,-8.600000381469727
Japan,Asia Pacific,Offshore gas,Vapour recovery units,0.03999999910593033,-8.59000015258789
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Blowdown capture,0.12999999523162842,-8.5
Brunei,Asia Pacific,Onshore conventional gas,Blowdown capture,0.09000000357627869,-8.5
Thailand,Asia Pacific,Onshore conventional gas,Blowdown capture,0.5,-8.5
Japan,Asia Pacific,Offshore oil,Vapour recovery units,0.019999999552965164,-8.489999771118164
Vietnam,Asia Pacific,Onshore conventional oil,Vapour recovery units,0.6399999856948853,-8.4399995803833
Vietnam,Asia Pacific,Offshore oil,Vapour recovery units,27.450000762939453,-8.4399995803833
Thailand,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.4300000071525574,-8.430000305175781
Thailand,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.20999999344348907,-8.430000305175781
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.05000000074505806,-8.430000305175781
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.11999999731779099,-8.430000305175781
Malaysia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.029999999329447746,-8.430000305175781
Brunei,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.07999999821186066,-8.430000305175781
Brunei,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.019999999552965164,-8.430000305175781
Vietnam,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.009999999776482582,-8.420000076293945
Vietnam,Asia Pacific,Offshore oil,Replace compressor seal or rod,0.009999999776482582,-8.420000076293945
Malaysia,Asia Pacific,Onshore conventional oil,Vapour recovery units,5.239999771118164,-8.40999984741211
Malaysia,Asia Pacific,Offshore oil,Vapour recovery units,36.95000076293945,-8.40999984741211
Malaysia,Asia Pacific,Offshore oil,Replace compressor seal or rod,0.009999999776482582,-8.390000343322754
Malaysia,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.03999999910593033,-8.390000343322754
Philippines,Asia Pacific,Onshore conventional oil,Vapour recovery units,2.3399999141693115,-8.289999961853027
Philippines,Asia Pacific,Offshore oil,Vapour recovery units,0.5,-8.289999961853027
Thailand,Asia Pacific,Onshore conventional oil,Vapour recovery units,5.230000019073486,-8.279999732971191
Thailand,Asia Pacific,Offshore oil,Vapour recovery units,2.9100000858306885,-8.279999732971191
Thailand,Asia Pacific,Offshore oil,Replace compressor seal or rod,0.009999999776482582,-8.25
Thailand,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.029999999329447746,-8.25
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Vapour recovery units,0.9800000190734863,-8.25
Other countries in Southeast Asia,Asia Pacific,Offshore oil,Vapour recovery units,0.3700000047683716,-8.25
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.019999999552965164,-8.220000267028809
Brunei,Asia Pacific,Onshore conventional oil,Vapour recovery units,0.3700000047683716,-8.1899995803833
Brunei,Asia Pacific,Offshore oil,Vapour recovery units,3.0299999713897705,-8.1899995803833
Indonesia,Asia Pacific,Onshore conventional oil,Blowdown capture,0.07999999821186066,-8.180000305175781
Bangladesh,Asia Pacific,Onshore conventional gas,Replace pumps,4.400000095367432,-8.15999984741211
Other,Asia Pacific,Offshore oil,Replace with instrument air systems,0.33000001311302185,-8.15999984741211
Other,Asia Pacific,Offshore gas,Replace with instrument air systems,0.6800000071525574,-8.15999984741211
Other,Asia Pacific,Downstream gas,Replace with instrument air systems,0.7300000190734863,-8.15999984741211
Pakistan,Asia Pacific,Unconventional gas,Replace pumps,0.3100000023841858,-8.15999984741211
Pakistan,Asia Pacific,Onshore conventional gas,Replace pumps,7.909999847412109,-8.15999984741211
Pakistan,Asia Pacific,Onshore conventional oil,Blowdown capture,0.019999999552965164,-8.149999618530273
Indonesia,Asia Pacific,Onshore conventional gas,Replace pumps,4.849999904632568,-8.140000343322754
Other,Asia Pacific,Onshore conventional oil,Blowdown capture,0.019999999552965164,-8.119999885559082
Other,Asia Pacific,Onshore conventional gas,Replace pumps,1.440000057220459,-8.0600004196167
Thailand,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.1599999964237213,-8.020000457763672
Thailand,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.3199999928474426,-8.020000457763672
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.09000000357627869,-8.020000457763672
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.03999999910593033,-8.020000457763672
Malaysia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.019999999552965164,-8.020000457763672
Brunei,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.009999999776482582,-8.020000457763672
Brunei,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.05999999865889549,-8.020000457763672
Brunei,Asia Pacific,Offshore gas,Upstream LDAR,1.3899999856948853,-7.989999771118164
Brunei,Asia Pacific,Offshore oil,Upstream LDAR,0.25999999046325684,-7.989999771118164
Malaysia,Asia Pacific,Offshore oil,Upstream LDAR,2.009999990463257,-7.989999771118164
Malaysia,Asia Pacific,Offshore gas,Upstream LDAR,11.920000076293945,-7.989999771118164
Other countries in Southeast Asia,Asia Pacific,Offshore oil,Upstream LDAR,0.019999999552965164,-7.989999771118164
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Upstream LDAR,5.510000228881836,-7.989999771118164
Thailand,Asia Pacific,Offshore gas,Upstream LDAR,8.65999984741211,-7.989999771118164
Thailand,Asia Pacific,Offshore oil,Upstream LDAR,1.409999966621399,-7.989999771118164
Philippines,Asia Pacific,Offshore gas,Upstream LDAR,1.5499999523162842,-7.989999771118164
Philippines,Asia Pacific,Offshore oil,Upstream LDAR,0.10000000149011612,-7.989999771118164
Vietnam,Asia Pacific,Offshore gas,Upstream LDAR,2.6500000953674316,-7.989999771118164
Vietnam,Asia Pacific,Offshore oil,Upstream LDAR,1.1699999570846558,-7.989999771118164
Indonesia,Asia Pacific,Downstream gas,Replace with instrument air systems,0.5699999928474426,-7.949999809265137
Indonesia,Asia Pacific,Offshore oil,Replace with instrument air systems,3.119999885559082,-7.949999809265137
Indonesia,Asia Pacific,Offshore gas,Replace with instrument air systems,8.8100004196167,-7.949999809265137
Bangladesh,Asia Pacific,Downstream gas,Replace with instrument air systems,0.3499999940395355,-7.929999828338623
Pakistan,Asia Pacific,Downstream gas,Replace with instrument air systems,0.6499999761581421,-7.929999828338623
Japan,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.019999999552965164,-7.900000095367432
Japan,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.7099999785423279,-7.900000095367432
India,Asia Pacific,Downstream gas,Replace with instrument air systems,1.0299999713897705,-7.789999961853027
India,Asia Pacific,Offshore gas,Replace with instrument air systems,4.989999771118164,-7.789999961853027
India,Asia Pacific,Offshore oil,Replace with instrument air systems,9.529999732971191,-7.789999961853027
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Other,4.869999885559082,-7.789999961853027
Malaysia,Asia Pacific,Downstream gas,Other,7.320000171661377,-7.789999961853027
Brunei,Asia Pacific,Downstream gas,Other,0.6200000047683716,-7.789999961853027
Philippines,Asia Pacific,Downstream gas,Other,1.090000033378601,-7.789999961853027
Thailand,Asia Pacific,Downstream gas,Other,17.010000228881836,-7.789999961853027
Vietnam,Asia Pacific,Downstream gas,Other,2.640000104904175,-7.789999961853027
China,Asia Pacific,Offshore oil,Replace with instrument air systems,8.920000076293945,-7.760000228881836
China,Asia Pacific,Offshore gas,Replace with instrument air systems,2.1700000762939453,-7.760000228881836
China,Asia Pacific,Downstream gas,Replace with instrument air systems,2.5999999046325684,-7.760000228881836
Japan,Asia Pacific,Onshore conventional oil,Replace with instrument air systems,0.23000000417232513,-7.699999809265137
Japan,Asia Pacific,Onshore conventional gas,Replace with instrument air systems,1.8300000429153442,-7.699999809265137
Other,Asia Pacific,Onshore conventional oil,Upstream LDAR,1.4299999475479126,-7.699999809265137
Other,Asia Pacific,Onshore conventional gas,Upstream LDAR,5.929999828338623,-7.699999809265137
India,Asia Pacific,Onshore conventional gas,Replace pumps,1.340000033378601,-7.690000057220459
India,Asia Pacific,Unconventional gas,Replace pumps,0.47999998927116394,-7.690000057220459
China,Asia Pacific,Onshore conventional gas,Replace pumps,12.770000457763672,-7.679999828338623
China,Asia Pacific,Unconventional gas,Replace pumps,12.510000228881836,-7.679999828338623
China,Asia Pacific,Onshore conventional oil,Blowdown capture,0.23999999463558197,-7.630000114440918
Brunei,Asia Pacific,Onshore conventional oil,Replace pumps,0.05999999865889549,-7.630000114440918
India,Asia Pacific,Onshore conventional oil,Blowdown capture,0.05000000074505806,-7.630000114440918
Malaysia,Asia Pacific,Onshore conventional oil,Replace pumps,0.09000000357627869,-7.630000114440918
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Replace pumps,0.15000000596046448,-7.630000114440918
Philippines,Asia Pacific,Onshore conventional oil,Replace pumps,0.009999999776482582,-7.630000114440918
Thailand,Asia Pacific,Onshore conventional oil,Replace pumps,0.6800000071525574,-7.630000114440918
India,Asia Pacific,Unconventional gas,Upstream LDAR,2.0399999618530273,-7.599999904632568
India,Asia Pacific,Onshore conventional oil,Upstream LDAR,4.440000057220459,-7.599999904632568
India,Asia Pacific,Onshore conventional gas,Upstream LDAR,5.760000228881836,-7.599999904632568
Indonesia,Asia Pacific,Onshore conventional gas,Blowdown capture,12.220000267028809,-7.539999961853027
Indonesia,Asia Pacific,Unconventional gas,Blowdown capture,0.009999999776482582,-7.539999961853027
Vietnam,Asia Pacific,Offshore gas,Vapour recovery units,3.0999999046325684,-7.519999980926514
China,Asia Pacific,Onshore conventional oil,Upstream LDAR,22.799999237060547,-7.510000228881836
China,Asia Pacific,Onshore conventional gas,Upstream LDAR,53.599998474121094,-7.510000228881836
China,Asia Pacific,Unconventional gas,Upstream LDAR,52.43000030517578,-7.510000228881836
Bangladesh,Asia Pacific,Onshore conventional gas,Blowdown capture,11.180000305175781,-7.489999771118164
Pakistan,Asia Pacific,Unconventional gas,Blowdown capture,0.7799999713897705,-7.489999771118164
Pakistan,Asia Pacific,Onshore conventional gas,Blowdown capture,20.1200008392334,-7.489999771118164
Malaysia,Asia Pacific,Offshore gas,Vapour recovery units,13.949999809265137,-7.460000038146973
Other,Asia Pacific,Onshore conventional gas,Blowdown capture,3.299999952316284,-7.449999809265137
Philippines,Asia Pacific,Offshore oil,Upstream LDAR,0.07999999821186066,-7.440000057220459
Philippines,Asia Pacific,Offshore gas,Upstream LDAR,1.159999966621399,-7.440000057220459
Thailand,Asia Pacific,Offshore oil,Upstream LDAR,1.059999942779541,-7.440000057220459
Thailand,Asia Pacific,Offshore gas,Upstream LDAR,6.5,-7.440000057220459
Vietnam,Asia Pacific,Offshore oil,Vapour recovery units,8.1899995803833,-7.440000057220459
Vietnam,Asia Pacific,Offshore oil,Upstream LDAR,0.8799999952316284,-7.440000057220459
Vietnam,Asia Pacific,Offshore gas,Upstream LDAR,1.9800000190734863,-7.440000057220459
Malaysia,Asia Pacific,Offshore oil,Upstream LDAR,1.5099999904632568,-7.440000057220459
Malaysia,Asia Pacific,Offshore gas,Upstream LDAR,8.9399995803833,-7.440000057220459
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Upstream LDAR,4.130000114440918,-7.440000057220459
Other countries in Southeast Asia,Asia Pacific,Offshore oil,Upstream LDAR,0.009999999776482582,-7.440000057220459
Brunei,Asia Pacific,Offshore oil,Upstream LDAR,0.20000000298023224,-7.440000057220459
Brunei,Asia Pacific,Offshore gas,Upstream LDAR,1.0499999523162842,-7.440000057220459
India,Asia Pacific,Offshore oil,Upstream LDAR,6.150000095367432,-7.380000114440918
India,Asia Pacific,Offshore gas,Upstream LDAR,18.81999969482422,-7.380000114440918
Malaysia,Asia Pacific,Offshore oil,Vapour recovery units,14.079999923706055,-7.369999885559082
New Zealand,Asia Pacific,Onshore conventional gas,Replace pumps,0.1599999964237213,-7.289999961853027
Philippines,Asia Pacific,Offshore gas,Vapour recovery units,1.809999942779541,-7.260000228881836
Other,Asia Pacific,Offshore oil,Upstream LDAR,0.2199999988079071,-7.25
Other,Asia Pacific,Offshore gas,Upstream LDAR,2.569999933242798,-7.25
Thailand,Asia Pacific,Offshore gas,Vapour recovery units,10.140000343322754,-7.239999771118164
China,Asia Pacific,Offshore gas,Upstream LDAR,8.180000305175781,-7.239999771118164
China,Asia Pacific,Offshore oil,Upstream LDAR,5.760000228881836,-7.239999771118164
Brunei,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.03999999910593033,-7.210000038146973
Brunei,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.009999999776482582,-7.210000038146973
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.05999999865889549,-7.210000038146973
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.019999999552965164,-7.210000038146973
Malaysia,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.009999999776482582,-7.210000038146973
Thailand,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.2199999988079071,-7.210000038146973
Thailand,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.10000000149011612,-7.210000038146973
Australia,Asia Pacific,Unconventional gas,Replace pumps,4.409999847412109,-7.199999809265137
Australia,Asia Pacific,Onshore conventional gas,Replace pumps,0.4099999964237213,-7.199999809265137
Indonesia,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.05000000074505806,-7.190000057220459
Indonesia,Asia Pacific,Offshore oil,Replace compressor seal or rod,0.009999999776482582,-7.190000057220459
Other countries in Southeast Asia,Asia Pacific,Offshore gas,Vapour recovery units,6.449999809265137,-7.179999828338623
Philippines,Asia Pacific,Offshore oil,Vapour recovery units,0.699999988079071,-7.159999847412109
Thailand,Asia Pacific,Offshore oil,Vapour recovery units,9.869999885559082,-7.139999866485596
Indonesia,Asia Pacific,Onshore conventional oil,Upstream LDAR,8,-7.110000133514404
Indonesia,Asia Pacific,Onshore conventional gas,Upstream LDAR,20.860000610351562,-7.110000133514404
Indonesia,Asia Pacific,Unconventional gas,Upstream LDAR,0.009999999776482582,-7.110000133514404
Other countries in Southeast Asia,Asia Pacific,Offshore oil,Vapour recovery units,0.11999999731779099,-7.090000152587891
Bangladesh,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.07000000029802322,-7.090000152587891
Bangladesh,Asia Pacific,Onshore conventional gas,Upstream LDAR,19.100000381469727,-7.090000152587891
Pakistan,Asia Pacific,Onshore conventional oil,Upstream LDAR,1.7899999618530273,-7.090000152587891
Pakistan,Asia Pacific,Onshore conventional gas,Upstream LDAR,34.349998474121094,-7.090000152587891
Pakistan,Asia Pacific,Unconventional gas,Upstream LDAR,1.3300000429153442,-7.090000152587891
Other,Asia Pacific,Onshore conventional oil,Vapour recovery units,8.859999656677246,-7.079999923706055
Brunei,Asia Pacific,Offshore gas,Vapour recovery units,1.6299999952316284,-7.079999923706055
China,Asia Pacific,Unconventional gas,Blowdown capture,29.170000076293945,-7.039999961853027
China,Asia Pacific,Onshore conventional gas,Blowdown capture,29.770000457763672,-7.039999961853027
India,Asia Pacific,Onshore conventional gas,Blowdown capture,3.369999885559082,-7.039999961853027
India,Asia Pacific,Unconventional gas,Blowdown capture,1.2000000476837158,-7.039999961853027
India,Asia Pacific,Onshore conventional gas,Upstream LDAR,2.880000114440918,-7.010000228881836
India,Asia Pacific,Onshore conventional oil,Upstream LDAR,2.2200000286102295,-7.010000228881836
India,Asia Pacific,Unconventional gas,Upstream LDAR,1.0199999809265137,-7.010000228881836
New Zealand,Asia Pacific,Offshore oil,Replace with instrument air systems,0.1599999964237213,-6.980000019073486
New Zealand,Asia Pacific,Offshore gas,Replace with instrument air systems,0.23000000417232513,-6.980000019073486
New Zealand,Asia Pacific,Downstream gas,Replace with instrument air systems,0.029999999329447746,-6.980000019073486
Brunei,Asia Pacific,Offshore oil,Vapour recovery units,1.8200000524520874,-6.980000019073486
Korea,Asia Pacific,Offshore oil,Install plunger,0.009999999776482582,-6.96999979019165
China,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.009999999776482582,-6.929999828338623
China,Asia Pacific,Offshore oil,Replace compressor seal or rod,0.019999999552965164,-6.929999828338623
Japan,Asia Pacific,Onshore conventional gas,Install plunger,0.07999999821186066,-6.920000076293945
China,Asia Pacific,Onshore conventional oil,Vapour recovery units,52.869998931884766,-6.909999847412109
China,Asia Pacific,Offshore oil,Vapour recovery units,13.380000114440918,-6.909999847412109
China,Asia Pacific,Unconventional oil,Vapour recovery units,0.03999999910593033,-6.909999847412109
Japan,Asia Pacific,Onshore conventional gas,Upstream LDAR,0.5299999713897705,-6.860000133514404
Japan,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.019999999552965164,-6.860000133514404
Malaysia,Asia Pacific,Downstream oil,Downstream LDAR,0.05000000074505806,-6.849999904632568
Malaysia,Asia Pacific,Downstream gas,Downstream LDAR,17.469999313354492,-6.849999904632568
Other countries in Southeast Asia,Asia Pacific,Downstream oil,Downstream LDAR,0.18000000715255737,-6.849999904632568
China,Asia Pacific,Unconventional gas,Upstream LDAR,26.219999313354492,-6.849999904632568
China,Asia Pacific,Onshore conventional oil,Upstream LDAR,11.399999618530273,-6.849999904632568
China,Asia Pacific,Onshore conventional gas,Upstream LDAR,26.799999237060547,-6.849999904632568
Brunei,Asia Pacific,Downstream gas,Downstream LDAR,1.4900000095367432,-6.849999904632568
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Downstream LDAR,11.609999656677246,-6.849999904632568
Philippines,Asia Pacific,Downstream oil,Downstream LDAR,0.03999999910593033,-6.849999904632568
Philippines,Asia Pacific,Downstream gas,Downstream LDAR,2.5299999713897705,-6.849999904632568
Thailand,Asia Pacific,Downstream oil,Downstream LDAR,0.1899999976158142,-6.849999904632568
Thailand,Asia Pacific,Downstream gas,Downstream LDAR,40.61000061035156,-6.849999904632568
Vietnam,Asia Pacific,Downstream oil,Downstream LDAR,0.05000000074505806,-6.849999904632568
Vietnam,Asia Pacific,Downstream gas,Downstream LDAR,6.110000133514404,-6.849999904632568
Argentina,Central and South America,Satellite - upstream,Upstream LDAR,21.68000030517578,-6.820000171661377
India,Asia Pacific,Onshore conventional oil,Vapour recovery units,21.299999237060547,-6.739999771118164
India,Asia Pacific,Offshore oil,Vapour recovery units,21.5,-6.739999771118164
Other,Asia Pacific,Satellite - downstream,Downstream LDAR,2.4800000190734863,-6.739999771118164
Other,Asia Pacific,Onshore conventional gas,Upstream LDAR,2.9700000286102295,-6.730000019073486
Other,Asia Pacific,Onshore conventional oil,Upstream LDAR,0.7200000286102295,-6.730000019073486
Other countries in Southeast Asia,Asia Pacific,Onshore conventional gas,Replace with instrument air systems,0.3100000023841858,-6.730000019073486
Philippines,Asia Pacific,Onshore conventional oil,Replace with instrument air systems,0.019999999552965164,-6.730000019073486
Thailand,Asia Pacific,Onshore conventional oil,Replace with instrument air systems,2.069999933242798,-6.730000019073486
Thailand,Asia Pacific,Onshore conventional gas,Replace with instrument air systems,1.0800000429153442,-6.730000019073486
Other countries in Southeast Asia,Asia Pacific,Onshore conventional oil,Replace with instrument air systems,0.4699999988079071,-6.730000019073486
Malaysia,Asia Pacific,Onshore conventional oil,Replace with instrument air systems,0.25999999046325684,-6.730000019073486
Brunei,Asia Pacific,Onshore conventional oil,Replace with instrument air systems,0.1899999976158142,-6.730000019073486
Brunei,Asia Pacific,Onshore conventional gas,Replace with instrument air systems,0.20000000298023224,-6.730000019073486
New Zealand,Asia Pacific,Onshore conventional gas,Blowdown capture,0.38999998569488525,-6.699999809265137
India,Asia Pacific,Offshore oil,Replace compressor seal or rod,0.019999999552965164,-6.690000057220459
India,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.029999999329447746,-6.690000057220459
Indonesia,Asia Pacific,Onshore conventional oil,Vapour recovery units,34.33000183105469,-6.679999828338623
Indonesia,Asia Pacific,Offshore oil,Vapour recovery units,5.809999942779541,-6.679999828338623
Australia,Asia Pacific,Unconventional gas,Blowdown capture,11.210000038146973,-6.679999828338623
Australia,Asia Pacific,Onshore conventional gas,Blowdown capture,1.0299999713897705,-6.679999828338623
Australia,Asia Pacific,Downstream gas,Replace with instrument air systems,0.20000000298023224,-6.630000114440918
Australia,Asia Pacific,Offshore gas,Replace with instrument air systems,8.100000381469727,-6.630000114440918
Australia,Asia Pacific,Offshore oil,Replace with instrument air systems,2.2799999713897705,-6.630000114440918
India,Asia Pacific,Onshore conventional oil,Upstream LDAR,1.6699999570846558,-6.619999885559082
India,Asia Pacific,Onshore conventional gas,Upstream LDAR,2.1600000858306885,-6.619999885559082
India,Asia Pacific,Downstream gas,Other,31.389999389648438,-6.619999885559082
India,Asia Pacific,Unconventional gas,Upstream LDAR,0.7599999904632568,-6.619999885559082
Australia,Asia Pacific,Offshore gas,Replace compressor seal or rod,0.05000000074505806,-6.610000133514404
India,Asia Pacific,Offshore gas,Upstream LDAR,9.40999984741211,-6.599999904632568
India,Asia Pacific,Offshore oil,Upstream LDAR,3.069999933242798,-6.599999904632568
Poland,Europe,Unconventional gas,Replace pumps,0.10000000149011612,-6.579999923706055
Poland,Europe,Onshore conventional gas,Replace pumps,0.41999998688697815,-6.579999923706055
Ukraine,Europe,Satellite - upstream,Upstream LDAR,5.920000076293945,-6.579999923706055
Bangladesh,Asia Pacific,Onshore conventional oil,Vapour recovery units,0.3100000023841858,-6.53000020980835
Japan,Asia Pacific,Offshore gas,Upstream LDAR,0.029999999329447746,-6.510000228881836
Poland,Europe,Onshore conventional oil,Replace pumps,0.17000000178813934,-6.5
Other countries in Europe,Europe,Onshore conventional gas,Replace pumps,0.09000000357627869,-6.460000038146973
Other countries in Europe,Europe,Unconventional gas,Replace pumps,0.009999999776482582,-6.460000038146973
Pakistan,Asia Pacific,Onshore conventional oil,Replace pumps,2.9100000858306885,-6.460000038146973
Ukraine,Europe,Onshore conventional gas,Replace pumps,3.5999999046325684,-6.460000038146973
Ukraine,Europe,Unconventional gas,Replace pumps,0.10000000149011612,-6.460000038146973
Bangladesh,Asia Pacific,Onshore conventional oil,Replace pumps,0.10999999940395355,-6.460000038146973
Italy,Europe,Onshore conventional gas,Replace pumps,0.17000000178813934,-6.449999809265137
Italy,Europe,Onshore conventional oil,Replace pumps,0.8799999952316284,-6.449999809265137
United Kingdom,Europe,Onshore conventional oil,Replace pumps,0.10999999940395355,-6.449999809265137
Other EU7 countries,Europe,Onshore conventional oil,Replace pumps,0.4000000059604645,-6.449999809265137
Other EU7 countries,Europe,Onshore conventional gas,Replace pumps,0.23000000417232513,-6.449999809265137
Other EU7 countries,Europe,Unconventional gas,Replace pumps,0.019999999552965164,-6.449999809265137
Other EU17 countries,Europe,Onshore conventional oil,Replace pumps,0.18000000715255737,-6.449999809265137
Other EU17 countries,Europe,Onshore conventional gas,Replace pumps,0.07999999821186066,-6.449999809265137
